SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																								
#MM2 aggiornato alla 3.5																																																																										
																																																																										
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells										
Orcwort			STARTFEATS:1	SIZE:C	MOVE:Walk,10	FACE:30	REACH:25			PREALIGN:TN	AUTO:LANG|Telepathy		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|28	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18		BONUS:STAT|WIS|6	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Move Silently									LEGS:0	HANDS:6				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,4d6		ABILITY:Special Ability|AUTOMATIC|Entangling Root	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Paralysis (Ex)	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Telepathy			DR:5/-		MONSTERCLASS:Plant:32	RACETYPE:Plant	RACESUBTYPE:Orcwort	TYPE:Plant					HITDICEADVANCEMENT:64		CR:20	SOURCEPAGE:MM2		BONUS:VAR|TelepathyRange|79200									
Ormyrr			STARTFEATS:1	SIZE:H	MOVE:Walk,20,Swim,40	FACE:15	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Common		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Knowledge (Arcana)|Listen|Spellcraft|Swim									LEGS:0	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Weapon Use	ABILITY:Special Ability|AUTOMATIC|Enhanced Multiweapon Fighting						MONSTERCLASS:Monstrous Humanoid:7	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:14,21	LEVELADJUSTMENT:6	CR:6	SOURCEPAGE:MM2											
Phase Wasp			STARTFEATS:1	SIZE:T	MOVE:Walk,10,Fly,60	FACE:2.5	REACH:0	VISION:Darkvision (60')|Low-light		PREALIGN:TN	AUTO:LANG|Sign Language		BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-8	BONUS:STAT|DEX|8		BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot|Survival									LEGS:6	HANDS:0				NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Ranged.Piercing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Magic Missile (Sp)	ABILITY:Special Ability|AUTOMATIC|See Invisibility								MONSTERCLASS:Magical Beast:2	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:4,6		CR:2	SOURCEPAGE:MM2				DEFINE:PhaseWaspLanguage|1	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5					
Phoenix			STARTFEATS:1	SIZE:L	MOVE:Walk,15,Fly,200	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light		PREALIGN:NG	AUTO:LANG|Telepathy		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10			MONCSKILL:Concentration|Diplomacy|Knowledge (Arcana)|Knowledge (History)|Spellcraft|Spot					VFEAT:Improved Initiative|Iron Will	ABILITY:Special Ability|AUTOMATIC|Phoenix Defensive Aura			LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6	ABILITY:Special Ability|AUTOMATIC|Shriek	ABILITY:Special Ability|AUTOMATIC|Detect Evil (Sp always active)	ABILITY:Special Ability|AUTOMATIC|Detect Magic (Sp always active)	ABILITY:Special Ability|AUTOMATIC|Protection from Evil (Sp always active)	ABILITY:Special Ability|AUTOMATIC|Immolation	ABILITY:Special Ability|AUTOMATIC|Planar Travel (Su)	SR:35	DR:15/Magic and Cold Iron		MONSTERCLASS:Magical Beast:20	RACETYPE:Magical Beast		TYPE:Magical Beast							CR:24	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Blindness/Deafness|Blink|Blur|Color Spray|Cure Light Wounds|Dancing Lights|Find the Path|Fire Trap|Fire Seeds|Heal|Invisibility|Misdirection|Death Ward|Neutralize Poison|Polymorph (Self Only)|Produce Flame|Remove Fear|Remove Curse|See Invisibility	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Incendiary Cloud|Reincarnate|Pyrotechnics|Summon Nature's Ally IX|Veil|Wall of Fire	SPELLS:Ritual|TIMES=ATWILL|CASTERLEVEL=40|Dismissal|Dispel Evil|Dispel Magic	ABILITY:SPECIAL Ability|AUTOMATIC|Spell Like Metamagic	ABILITY:SPECIAL Ability|AUTOMATIC|Telepathy	BONUS:VAR|TelepathyRange|60	ABILITY:SPECIAL Ability|AUTOMATIC|Uncanny Dodge ~ Base	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK	BONUS:VAR|UncannyDodgeLevel|2	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3
Planetouched (Chaond Warrior)	OUTPUTNAME:[NAME]	FAVCLASS:HIGHESTLEVELCLASS	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5				AUTO:LANG|Common				BONUS:SKILL|Escape Artist,Tumble|2|TYPE=Racial				BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4		BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-4			MONCSKILL:Escape Artist|Jump|Move Silently|Tumble									LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Resistance to Acid	ABILITY:Special Ability|AUTOMATIC|Resistance to Cold	ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic							MONSTERCLASS:Outsider:1	RACETYPE:Outsider		TYPE:Outsider						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|Shatter,11	BONUS:VAR|AcidResistanceBonus|5	BONUS:VAR|ColdResistanceBonus|5	BONUS:VAR|SonicResistanceBonus|5							
Planetouched (Zenythri Warrior)	OUTPUTNAME:[NAME]	FAVCLASS:Monk	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5				AUTO:LANG|Common				BONUS:SKILL|Balance,Survival|2|TYPE=Racial				BONUS:STAT|STR|4	BONUS:STAT|DEX|2	BONUS:STAT|CON|2			BONUS:STAT|CHA|-4			MONCSKILL:Balance|Search|Survival									LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity	ABILITY:Special Ability|AUTOMATIC|Resistance to Fire	ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic							MONSTERCLASS:Outsider:1	RACETYPE:Outsider		TYPE:Outsider						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|True Strike,11	BONUS:VAR|ElectricityResistanceBonus|5	BONUS:VAR|FireResistanceBonus|5	BONUS:VAR|SonicResistanceBonus|5							
Psurlon (Average)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5												BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|8		BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Knowledge (Arcana)|Spellcraft					VFEAT:Iron Will|Multiattack				LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d4								SR:14	DR:5/Magic		MONSTERCLASS:Aberration:7	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:14	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Detect Thoughts|Dominate Person|Hold Monster|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Stoneskin									
Psurlon (Elder)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5												BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Knowledge (Arcana)|Knowledge (The Planes)|Spellcraft					VFEAT:Iron Will|Multiattack				LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d4								SR:16	DR:10/Magic		MONSTERCLASS:Aberration:12	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:24	LEVELADJUSTMENT:5	CR:9	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Detect Thoughts|Dominate Person|Hold Monster|Suggestion (Mass)|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Stoneskin									
Psurlon (Giant)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10												BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Spellcraft									LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6								SR:16	DR:15/Magic		MONSTERCLASS:Aberration:18	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:36		CR:15	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Detect Thoughts|Dominate Person|Hold Monster|Suggestion (Mass)|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Disintegrate|Stoneskin									
Ragewind			STARTFEATS:1	SIZE:L	MOVE:Fly,120	FACE:10	REACH:10				AUTO:LANG|Common			BONUS:COMBAT|AC|8|TYPE=Deflection	BONUS:SKILL|Listen,Spot|4|TYPE=Racial				BONUS:STAT|STR|6	BONUS:STAT|DEX|10		BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Balance|Hide|Jump|Listen|Search|Spot|Tumble					AUTO:FEAT|Simple Weapon Proficiency|Martial Weapon Proficiency Output				LEGS:0	HANDS:6						ABILITY:Special Ability|AUTOMATIC|Blade Fury|Ragewind Blade Fury	ABILITY:Special Ability|AUTOMATIC|Whirlwind	ABILITY:Special Ability|AUTOMATIC|See Invisibility	ABILITY:Special Ability|AUTOMATIC|Invisibility	ABILITY:Special Ability|AUTOMATIC|Superior Multiweapon Fighting	ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	SR:30	DR:15/Magic		MONSTERCLASS:Undead:31	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead				HITDICEADVANCEMENT:48,64		CR:19	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Invisibility	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5								
Raggamoffyn (Tatterdemanimal)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,40	FACE:5	REACH:5													BONUS:STAT|DEX|10			BONUS:STAT|WIS|8	BONUS:STAT|CHA|4			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Immunity to Blunt Weapon Damage									MONSTERCLASS:Construct:1	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:3		CR:1	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1								
Raggamoffyn (Common)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,30	FACE:5	REACH:5			PREALIGN:TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|4			BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Suffocate									MONSTERCLASS:Construct:3	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:4,9		CR:3	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1								
Raggamoffyn (Guttersnipe)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,20	FACE:5	REACH:5			PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Immunity To Light|Immunity To Darkness									MONSTERCLASS:Construct:8	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:16,44		CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Glitterdust	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1								
Raggamoffyn (Shrapnyl)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:L	MOVE:Walk,20,Fly,10	FACE:10	REACH:10			PREALIGN:TN			BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8				BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8	ABILITY:Special Ability|AUTOMATIC|Cloud of Steel	ABILITY:Special Ability|AUTOMATIC|Vulnerability To Shatter								MONSTERCLASS:Construct:12	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:18,36		CR:7	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1								
Rampager			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light		PREALIGN:CE			BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Spot									LEGS:4	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Acid	ABILITY:Special Ability|AUTOMATIC|Armor Damage ~ Rampager	ABILITY:Special Ability|AUTOMATIC|Fear Aura|Rampager Fear Aura	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Scent					MONSTERCLASS:Magical Beast:14	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:25,35		CR:12	SOURCEPAGE:MM2											
Reason Stealer				SIZE:M	MOVE:Walk,10,Climb,10	FACE:5	REACH:5	VISION:Blindsight (60')		PREALIGN:TN									BONUS:STAT|STR|4	BONUS:STAT|DEX|-10	BONUS:STAT|CON|6		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10												LEGS:0	HANDS:2	BONUS:COMBAT|TOHIT.GRAPPLE|4|TYPE=Racial			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Devour Mind	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Grotesque Form					DR:10/Magic		MONSTERCLASS:Ooze:5	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Mindless				HITDICEADVANCEMENT:10,15		CR:5	SOURCEPAGE:MM2											
Red Sundew			STARTFEATS:1	SIZE:H	MOVE:Walk,20	FACE:15	REACH:15			PREALIGN:TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|-2	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide									LEGS:0	HANDS:4				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Sticky Acid	ABILITY:Special Ability|AUTOMATIC|Immunity To Fire	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid	ABILITY:Special Ability|AUTOMATIC|Woodsense					MONSTERCLASS:Plant:15	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:28,45		CR:13	SOURCEPAGE:MM2											
Eidolon (Rogue)			STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			PREALIGN:CN			BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10			BONUS:STAT|INT|-8	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|2			MONCSKILL:Jump									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6		ABILITY:Special Ability|AUTOMATIC|Blood Spray	ABILITY:Special Ability|AUTOMATIC|Confusion					SR:19	DR:10/Adamantine		MONSTERCLASS:Construct:9	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:18,27		CR:9	SOURCEPAGE:MM2											
Rukarazyll			STARTFEATS:1	SIZE:L	MOVE:Walk,70,Climb,50	FACE:10	REACH:10			PREALIGN:CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE	BONUS:COMBAT|AC|ProfaneAlacrityBonus|TYPE=Profane					BONUS:STAT|STR|-4	BONUS:STAT|DEX|16	BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8			MONCSKILL:Balance|Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Forgery|Hide|Intimidate|Jump|Knowledge (Religion)|Search|Sense Motive|Spellcraft|Spot|Tumble									LEGS:3	HANDS:3				NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6	NATURALATTACKS:Spit Ooze,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,1d6	ABILITY:Special Ability|AUTOMATIC|Fungus	ABILITY:Special Ability|AUTOMATIC|Spit Ooze	ABILITY:Special Ability|AUTOMATIC|Profane Alacrity|Rukarazyll Profane Alacrity				SR:23	DR:15/Magic and Silver		MONSTERCLASS:Outsider:12	RACETYPE:Outsider	RACESUBTYPE:Eart|Evil	TYPE:Outsider					HITDICEADVANCEMENT:24,36		CR:14	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Evasion	BONUS:VAR|EvasionUsable|1								
Runic Guardian				SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			PREALIGN:TN			BONUS:COMBAT|AC|18|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14	BONUS:STAT|DEX|2				BONUS:STAT|CHA|-10												LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8		ABILITY:Special Ability|AUTOMATIC|Runic Spell	ABILITY:Special Ability|AUTOMATIC|Stunning Strike	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Find Master	ABILITY:Special Ability|AUTOMATIC|Guard MM2	ABILITY:Special Ability|AUTOMATIC|Shield Master		DR:10/Adamantine		MONSTERCLASS:Construct (Mindless):17	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:25,51		CR:10	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Teleport (Greater)	BONUS:VAR|FastHealing|10									
Shadow Spider			STARTFEATS:1	SIZE:H	MOVE:Walk,50,Climb,30	FACE:15	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN	AUTO:LANG|Common		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Listen|Spot									LEGS:4	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Paralysis (Ex)	ABILITY:Special Ability|AUTOMATIC|Silk Slick	ABILITY:Special Ability|AUTOMATIC|Shadow Spider Skills			SR:23	DR:10/Magic		MONSTERCLASS:Magical Beast:13	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:26,39		CR:12	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Shadow Walk,17+CHA										
Sirine			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,60	FACE:5	REACH:5	VISION:Low-Light						BONUS:COMBAT|AC|DeflectionBonus|TYPE=Deflection	BONUS:SKILL|TYPE.Perform|8|TYPE=Racial					BONUS:STAT|DEX|8		BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Concentration|Heal|Hide|Perform (Dance)|Perform (Sing)|Swim|Survival			AUTO:WEAPONPROF|TYPE.Bow|Javelin|Sling						LEGS:2	HANDS:2				NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,0		ABILITY:Special Ability|AUTOMATIC|Charming Song	ABILITY:Special Ability|AUTOMATIC|Intelligence Damage ~ Sirine	ABILITY:Special Ability|AUTOMATIC|Deflection|Sirine Deflection	ABILITY:Special Ability|AUTOMATIC|Soothing Touch	ABILITY:Special Ability|AUTOMATIC|Wild Empathy			DR:5/Cold Iron		MONSTERCLASS:Fey:4	RACETYPE:Fey	RACESUBTYPE:Aquatic	TYPE:Fey					HITDICEADVANCEMENT:8	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=11|Fog Cloud|Invisibility (Greater)|Polymorph (Self Only)										
Spawn of Kyuss			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4		BONUS:STAT|CHA|4			MONCSKILL:Hide|Jump|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6	NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,0	ABILITY:Special Ability|AUTOMATIC|Create Spawn	ABILITY:Special Ability|AUTOMATIC|Fear Aura|Spawn of Kyuss Fear Aura	ABILITY:Special Ability|AUTOMATIC|Kyuss Gift	ABILITY:Special Ability|AUTOMATIC|Curative Transformation	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Turn Resistance				MONSTERCLASS:Undead:4	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2		NATURALATTACKS:Kyuss' Gift,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,0	BONUS:VAR|FastHealing|5	BONUS:VAR|TurnResistBonus|2							
Spell Weaver			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Telepathy		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6												LEGS:2	HANDS:6				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|See Invisibility	ABILITY:Special Ability|AUTOMATIC|Chromatic Disc	ABILITY:Special Ability|AUTOMATIC|Immunity To All Mind Affecting Effects	ABILITY:Special Ability|AUTOMATIC|Shielded Mind	ABILITY:Special Ability|AUTOMATIC|Spell Weaving	ABILITY:Special Ability|AUTOMATIC|Telepathy	SR:21			MONSTERCLASS:Spell Weaver:10	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:30	LEVELADJUSTMENT:7	CR:10	SOURCEPAGE:MM2		BONUS:VAR|TelepathyRange|5280000									
