SOURCELONG:Fiend Folio	SOURCESHORT:FFo	SOURCEWEB:http://www.gozzilioni.net																																																																										
																																																																												
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	FACE:	REACH:	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|			ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells												
Spirit of the Air			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,40,Fly,60	FACE:10	REACH:10	VISION:Darkvision (60')|Low-Light			AUTO:LANG|Auran|Draconic|Giant		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Climb|Concentration|Hide|Listen|Search|Spot			AUTO:WEAPONPROF|Mace (Heavy)	AUTO:EQUIP|Mace (Heavy)					LEGS:2	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6|Wing Buffets,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Air Mastery|Whirlwind	ABILITY:Special Ability|AUTOMATIC|Immunity To Air|Scent				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:23	DR:10/Magic		MONSTERCLASS:Spirit of the Air:11	RACETYPE:Magical Beast	RACESUBTYPE:Air	TYPE:Magical Beast					HITDICEADVANCEMENT:16,33		CR:11	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Call Lightning,13+CHA|Control Winds,15+CHA|Detect Magic	DEFINE:Maneuverability|3	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Confusion,13+CHA|Control Weather|Whirlwind,18+CHA|Wind Walk,16+CHA										
Sporebat			STARTFEATS:1	SIZE:M	MOVE:Walk,5,Fly,60	FACE:5	REACH:5			PREALIGN:TN	AUTO:LANG|Sporebat								BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-6			MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4|Tail Rake,Weapon.Natural.Melee.Finesseable.Slashing.Piercing,*1,1d4	NATURALATTACKS:Enervation Ray,Weapon.Natural.Ranged.Touch.Piercing,*1,as spell	ABILITY:Special Ability|AUTOMATIC|Enervation Ray	ABILITY:Special Ability|AUTOMATIC|Camouflage ~ Sporebat|Immunity To Fire|Silent				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Plant:15	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:21,45		CR:10	SOURCEPAGE:FFo		DEFINE:Maneuverability|4	DEFINE:SporebatLanguage|1										
Spriggan		FAVCLASS:Rogue	STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5	VISION:Low-Light			AUTO:LANG|Common|Gnome	LANGBONUS:Sylvan,Draconic			BONUS:SKILL|Climb,Disable Device,Move Silently,Open Lock,Sleight of Hand|4|TYPE=Racial					BONUS:STAT|DEX|10	BONUS:STAT|CON|2		BONUS:STAT|WIS|-2				MONCSKILL:Climb|Disable Device|Hide|Listen|Move Silently|Open Lock|Sleight of Hand		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium	AUTO:WEAPONPROF|Sword (Short)	AUTO:EQUIP|Chain Shirt|Sword (Short)					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sneak Attack	ABILITY:Special Ability|AUTOMATIC|Size Change								MONSTERCLASS:Fey:5	RACETYPE:Fey		TYPE:Fey						LEVELADJUSTMENT:2	CR:3	SOURCEPAGE:FFo		DEFINE:SneakAttackDice|3											
Steel Predator			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Blindsight (30')		PREALIGN:TN	AUTO:LANG|Terran		BONUS:COMBAT|AC|16|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Balance,Hide,Move Silently|4|TYPE=Racial				BONUS:STAT|STR|14	BONUS:STAT|DEX|10	BONUS:STAT|CON|8		BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Balance|Climb|Hide|Jump|Listen|Move Silently|Search|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d4		ABILITY:Special Ability|AUTOMATIC|Improved Grab|Pounce|Rake|Roar|Sundering Bite	ABILITY:Special Ability|AUTOMATIC|Deaf|Immunity To Electricity|Immunity to Sonic|Immunity To Petrification|Magic Sense	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold|Resistance To Fire					DR:15/Magic and Silver		MONSTERCLASS:Outsider:12	RACETYPE:Outsider		TYPE:Outsider					HITDICEADVANCEMENT:18,36		CR:13	SOURCEPAGE:FFo		DEFINE:ColdResistanceBonus|20	DEFINE:FireResistanceBonus|20										
Sunwyrm			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,120	FACE:10	REACH:5	VISION:Blindsight (120')			AUTO:LANG|Auran|Common|Draconic|Ignan		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|-2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|12			MONCSKILL:Balance|Hide|Jump|Listen|Move Silently|Search|Spot|Tumble									LEGS:4	HANDS:4				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*4,2d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Burning Energy|Brilliant Aura|Brilliant Energy	ABILITY:Special Ability|AUTOMATIC|Energy Form|Immunity To Blindness|Keen Senses				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:20	DR:15/Magic		MONSTERCLASS:Dragon:12	RACETYPE:Dragon		TYPE:Dragon					HITDICEADVANCEMENT:24,36		CR:14	SOURCEPAGE:FFo		DEFINE:Maneuverability|3	DEFINE:BreathWeaponLine|90	DEFINE:BreathWeaponDice|15	DEFINE:BreathWeaponDamageDie|8								
# Swarm ()	OUTPUTNAME:[NAME] Swarm			SIZE:D	MOVE:Walk,20,Climb,20	FACE:10	REACH:0	VISION:Darkvision (60')|Tremorsense (60')		PREALIGN:TN					BONUS:SKILL|Spot|4|TYPE=Racial	BONUS:SKILL|Climb|max(STR,DEX)-STR			BONUS:STAT|STR|-9	BONUS:STAT|DEX|8	BONUS:STAT|CON|-2			BONUS:STAT|CHA|-8			MONCSKILL:Climb|Spot					AUTO:FEAT|Weapon Finesse				LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Poison,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Poison									MONSTERCLASS:Vermin:9	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Mindless						CR:4	SOURCEPAGE:rsrd													
Swarm (Abyssal Ant)	OUTPUTNAME:[NAME] Swarm		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:0	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|-10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Climb|Listen|Spot									LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Acid,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Acid|Distraction|Penetration ~ Magic	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|Resistance To Cold|Resistance To Electricity|Resistance To Fire|Hive Mind|Immunity To Poison			ABILITY:Special Ability|AUTOMATIC|Abyssal Ant Skills		SR:22			MONSTERCLASS:Aberration:20	RACETYPE:Aberration	RACESUBTYPE:Swarm|Extraplanar	TYPE:Aberration							CR:16	SOURCEPAGE:FFo		DEFINE:ColdResistanceBonus|20	DEFINE:ElectricityResistanceBonus|20	DEFINE:FireResistanceBonus|20									
Swarm (Plague Ant)	OUTPUTNAME:[NAME] Swarm			SIZE:M	MOVE:Walk,30,Climb,20	FACE:5	REACH:0			PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|-10	BONUS:STAT|DEX|6	BONUS:STAT|CON|4			BONUS:STAT|CHA|-4												LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Disease,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Disease|Distraction|Wounding				ABILITY:Special Ability|AUTOMATIC|Plague Ant Skills					MONSTERCLASS:Vermin:10	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Mindless						CR:5	SOURCEPAGE:FFo													
Swarm (Cranium Rat/Lesser)	OUTPUTNAME:Lesser Cranium Rat Swarm		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:0	VISION:Darkvision (60')					BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Climb|Listen|Spot									LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Mind Blast (Su)	ABILITY:Special Ability|AUTOMATIC|Hive Mind|Merge Swarm			ABILITY:Special Ability|AUTOMATIC|Cranium Rat Skills					MONSTERCLASS:Vermin:6	RACETYPE:Vermin	RACESUBTYPE:Swarm|Extraplanar	TYPE:Vermin	TEMPLATE:Mindless						CR:2	SOURCEPAGE:FFo		DEFINE:MindBlastCone|60											
Swarm (Cranium Rat/Average)	OUTPUTNAME:Average Cranium Rat Swarm		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:0	VISION:Darkvision (60')					BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Climb|Listen|Spot									LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Mind Blast (Su)	ABILITY:Special Ability|AUTOMATIC|Hive Mind|Merge Swarm			ABILITY:Special Ability|AUTOMATIC|Cranium Rat Skills					MONSTERCLASS:Vermin:6	RACETYPE:Vermin	RACESUBTYPE:Swarm|Extraplanar	TYPE:Vermin	TEMPLATE:Mindless						CR:2	SOURCEPAGE:FFo		DEFINE:MindBlastCone|60											
Swarm (Cranium Rat/Greater)	OUTPUTNAME:Greater Cranium Rat Swarm		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:0	VISION:Darkvision (60')|Low-Light			AUTO:LANG|Telepathy		BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Balance|Climb|Concentration|Listen|Sense Motive|Spot					AUTO:FEAT|Greater Spell Penetration				LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,5d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Mind Blast (Su)	ABILITY:Special Ability|AUTOMATIC|Hive Mind|Merge Swarm|Immunity To Cold|Swarm Regeneration|Telepathy			ABILITY:Special Ability|AUTOMATIC|Cranium Rat Skills		SR:26			MONSTERCLASS:Cranium Rat:24	RACETYPE:Magical Beast	RACESUBTYPE:Swarm|Extraplanar	TYPE:Magical Beast							CR:11	SOURCEPAGE:FFo		DEFINE:MindBlastCone|60	DEFINE:TelepathyRange|80										
Swarm (Locust/Bloodfiend)	OUTPUTNAME:Locust Swarm, Bloodfiend			SIZE:M	MOVE:Walk,20,Fly,20	FACE:5	REACH:0			PREALIGN:CE			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-10	BONUS:STAT|DEX|8	BONUS:STAT|CON|4		BONUS:STAT|WIS|2													LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,3d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Energy Drain	ABILITY:Special Ability|AUTOMATIC|Reanimate				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Vermin:14	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Mindless						CR:8	SOURCEPAGE:FFo		DEFINE:Maneuverability|5	DEFINE:EnergyDrainLevels|1										
Swarm (Locust/Rapture)	OUTPUTNAME:Locust Swarm, Rapture			SIZE:M	MOVE:Walk,20,Fly,20	FACE:5	REACH:0			PREALIGN:NE			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|6												LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Hypnotic Pattern (Su/wis)					ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Vermin:10	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Mindless						CR:6	SOURCEPAGE:FFo		DEFINE:Maneuverability|5											
Swarm (Scarab Beetle)	OUTPUTNAME:[NAME] Swarm			SIZE:M	MOVE:Walk,30,Burrow,30	FACE:5	REACH:0			PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|8		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6												LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,5d6		ABILITY:Special Ability|AUTOMATIC|Desiccate|Distraction	ABILITY:Special Ability|AUTOMATIC|Superior Swarm								MONSTERCLASS:Vermin:15	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin	TEMPLATE:Mindless						CR:10	SOURCEPAGE:FFo													
Swarm (Viper)	OUTPUTNAME:[NAME] Swarm		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,15	FACE:5	REACH:0	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Balance,Climb|8|TYPE=Racial	BONUS:SKILL|Hide,Listen,Spot|4|TYPE=Racial	BONUS:SKILL|Climb|DEX-STR		BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8			MONCSKILL:Balance|Climb|Hide|Listen|Spot									LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Poison,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Poison	ABILITY:Special Ability|AUTOMATIC|Hive Mind|Scent			ABILITY:Special Ability|AUTOMATIC|Viper Swarm Skills					MONSTERCLASS:Vermin (Intelligent):5	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin							CR:3	SOURCEPAGE:FFo													
Swarm (Wasp)	OUTPUTNAME:[NAME] Swarm			SIZE:M	MOVE:Walk,30,Fly,60	FACE:5	REACH:0			PREALIGN:TN			BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-10	BONUS:STAT|DEX|6	BONUS:STAT|CON|2			BONUS:STAT|CHA|-8												LEGS:0		BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Poison,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Poison									MONSTERCLASS:Vermin:4	RACETYPE:Vermin	RACESUBTYPE:Swarm	TYPE:Vermin							CR:2	SOURCEPAGE:FFo													
Terlen			STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,60,Swim,60	FACE:5	REACH:5	VISION:Darkvision (60')|Low-Light		PREALIGN:NE			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|8|TYPE=Racial				BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4			MONCSKILL:Hide|Listen|Survival|Swim									LEGS:0					NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Ambush|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Worry ~ Terlen			ABILITY:Special Ability|AUTOMATIC|Terlen Skills	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Magical Beast:4	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	TYPE:Magical Beast					HITDICEADVANCEMENT:12		CR:2	SOURCEPAGE:FFo		DEFINE:Maneuverability|3											
Terror Bird			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:10	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Improved Grab									MONSTERCLASS:Animal:7	RACETYPE:Animal		TYPE:Animal					HITDICEADVANCEMENT:14,21		CR:4	SOURCEPAGE:FFo													
Thunder Worm			STARTFEATS:1	SIZE:C	MOVE:Fly,60	FACE:40	REACH:15	VISION:Blindsight (90')|Darkvision (60')|Low-Light		PREALIGN:TN	AUTO:LANG|Auran|Common|Giant									BONUS:STAT|DEX|10	BONUS:STAT|CON|18	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|32			MONCSKILL:Hide|Listen|Search|Spot|Survival									LEGS:0	HANDS:0				NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Melee.Finesseable.Touch.Electricity.Sonic,*1,0		ABILITY:Special Ability|AUTOMATIC|Engulf|Thunderclap	ABILITY:Special Ability|AUTOMATIC|Defensive Shock|Immunity To Electricity|Immunity To Sonic				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:30			MONSTERCLASS:Magical Beast:48	RACETYPE:Magical Beast	RACESUBTYPE:Incorporeal	TYPE:Magical Beast					HITDICEADVANCEMENT:144		CR:21	SOURCEPAGE:FFo		DEFINE:Maneuverability|5											
Tunnel Terror			STARTFEATS:1	SIZE:H	MOVE:Walk,20,Climb,10	FACE:15	REACH:10	VISION:Darkvision (60')|Tremorsense (60')		PREALIGN:NE			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|10		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Climb|Hide|Listen|Move Silently|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Tentacle Slap,Weapon.Natural.Melee.Reach.Finesseable.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Engulf|Suffocating Constriction	ABILITY:Special Ability|AUTOMATIC|Camouflage			ABILITY:Special Ability|AUTOMATIC|Tunnel Terror Skills					MONSTERCLASS:Aberration:18	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:32,54		CR:15	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Arcane Eye|Bull's Strength,12+CHA|Cat's Grace,12+CHA|Bear's Endurance|Prying Eyes|Stone Shape|Telekinesis,15+CHA|Wall of Stone,15+CHA												
Ulgurstasta			STARTFEATS:1	SIZE:G	MOVE:Walk,40	FACE:20	REACH:20			PREALIGN:CE	AUTO:LANG|Common		BONUS:COMBAT|AC|9|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|4		BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8			MONCSKILL:Intimidate|TYPE.Knowledge|Listen|Search|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,3d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Necromantic Acid|Improved Grab|Necromantic Acid|Spawn Skeletons|Swallow Whole|Tendrils ~ Ulgustasta	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|Immunity To Cold					SR:21	DR:10/Magic and Piercing		MONSTERCLASS:Undead:17	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:17,51		CR:11	SOURCEPAGE:FFo		DEFINE:BreathWeaponCone|60	DEFINE:BreathWeaponDrain|3										
Varrangoin (Arcanist)	OUTPUTNAME:Varrangoin, [NAME]	FAVCLASS:Wizard	STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,50	FACE:5	REACH:5	VISION:Darkvision (60')|Low-Light		PREALIGN:CE	AUTO:LANG|Abyssal|Common|Undercommon		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Knowledge (The Planes)|Move Silently|Spellcraft									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Tail Sting,Weapon.Natural.Melee.Finesseable.Piercing.Poison,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Spell Immunities (Su)				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:22	DR:10/Cold Iron		MONSTERCLASS:Arcanist Varrangoin:8	RACETYPE:Magical Beast	RACESUBTYPE:Varrangoin|Extraplanar	TYPE:Magical Beast					HITDICEADVANCEMENT:10,16		CR:11	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=2|CASTERLEVEL=11|Dispel Magic	DEFINE:Maneuverability|4	SPELLS:Innate|TIMES=1|CASTERLEVEL=11|Arcane Eye|Flesh to Stone,16+CHA|Baleful Polymorph,15+CHA|Polymorph,14+CHA										
Varrangoin (Lesser)	OUTPUTNAME:Varrangoin, [NAME]	FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,40	FACE:5	REACH:5	VISION:Darkvision (60')|Low-Light		PREALIGN:CE	AUTO:LANG|Abyssal		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Tail Sting,Weapon.Natural.Melee.Finesseable.Piercing.Poison,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Death Throes|Poison					ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability		DR:10/Cold Iron		MONSTERCLASS:Magical Beast:5	RACETYPE:Magical Beast	RACESUBTYPE:Varrangoin|Extraplanar	TYPE:Magical Beast					HITDICEADVANCEMENT:10,15		CR:6	SOURCEPAGE:FFo		DEFINE:Maneuverability|3	BONUS:ABILITYPOOL|Varrangoin Breath Weapon|1										
