SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Enveloping Cocoon			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Cocoon of force around one Large or smaller creature.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Cocoon holds creature unless it breaks free; see text.	SOURCEPAGE:SpC												
Eradicate Earth			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Abjuration		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:40-ft.	TARGETAREA:40-ft-radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Deals 1d8/caster level [max 10d8] to any creature in the are with earth subtype.	SOURCEPAGE:SpC												
Essence of the Raptor			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Speed increases to 60 ft. Gain +8 bonus to Hide, Jump, Listen, Spot and Survival checks. Gain Scent ability.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Hide,Jump,Listen,Spot,Survival|8	TEMPBONUS:PC|VAR|SpellEssenceOfTheRaptor|1		
Ethereal Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Makes your breath weapon effective on the ethereal plane.	SOURCEPAGE:SpC												
Ethereal Chamber			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One ethereal creature.		DURATION:1 minute/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Cages a creature on the ethereal plane, keeping them from going to any other plane.	SOURCEPAGE:SpC												
Ethereal Mount			TYPE:Arcane	CLASSES:Bard=4|Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S	CASTTIME:10 minutes	RANGE:0-ft.	TARGETAREA:One quasi-real mount, plus one additional mount/2 levels.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Functions like phantom steed; see text.	SOURCEPAGE:SpC												
Evil Glare			TYPE:Arcane.Divine	CLASSES:Cleric=7|Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil|Fear|Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Living creatures.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target paralyzed with fear for 1d8 rounds. You can target one creature a round.	SOURCEPAGE:SpC												
Exacting Shot			TYPE:Divine	CLASSES:Ranger=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Ranged weapon touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Strike true with a ranged weapon against your favored enemy. Any threat for critical automatically succeeds.	SOURCEPAGE:SpC												
Excavate			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One 5-ft-by-5-ft opening, 1-ft/level deep.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:As with passwall, create tunnel/passage through wooden, plaster or stone walls, but not through metal or harder material.	SOURCEPAGE:SpC												
Expeditious Retreat (Swift)	OUTPUTNAME:Expeditious Retreat, Swift		TYPE:Arcane.Divine	CLASSES:Bard=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:This spell functions like expeditious retreat, except as noted.	SOURCEPAGE:SpC												
Explosive Cascade			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One 5-ft square/level, all of which must be connected in one continuous path.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:You create a path of flame. Anything along this path takes 1d6/caster level [max 10d6].	SOURCEPAGE:SpC												
Extend Tentacles			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Extends your tentacles by 5 ft.	SOURCEPAGE:SpC												
Extract Water Elemental			TYPE:Arcane.Divine	CLASSES:Druid=6|Sorcerer,Wizard=6		SCHOOL:Transmutation		DESCRIPTOR:Water	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Creature takes 1d6/caster level [max 20d6], if slain you get a water elemental you can control for 1 minute.	SOURCEPAGE:SpC												
Eye of the Hurricane			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Abjuration		DESCRIPTOR:Air	COMPS:V, S	CASTTIME:1 standard action	RANGE:40-ft.	TARGETAREA:40-ft-radius emanation centered on you, with 10-ft-radius quiet area centered on you.		DURATION:1 round/level	SAVEINFO:Fort negates; See text	SPELLRES:Yes	DESC:Creates a hurricane with you unaffected at the center; see text	SOURCEPAGE:SpC												
Eye of Power			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Divination	SUBSCHOOL:Scrying		COMPS:V, S, M	CASTTIME:10 minutes	RANGE:Unlimited	TARGETAREA:Magical sensor.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Acts as Acrane eye except you can cast 3rd level spells or lower through the eye; see text	SOURCEPAGE:SpC												
Eyes of the King			TYPE:Divine			SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 minute	RANGE:Unlimited	TARGETAREA:Magical sensor.		DURATION:Concentration + 5 round, up to 1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Summons four fiendish dire bats to scout and visualize for you.	SOURCEPAGE:SpC												
Faith Healing			TYPE:Divine	CLASSES:Blackguard=1|Cleric=1|Paladin=1		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:Instantaneous	SAVEINFO:Will half (harmless)	SPELLRES:Yes	DESC:Heal 8 + caster level [max +5] hit points.	SOURCEPAGE:SpC												
False Gravity			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Can walk/run on any solid surface you choose. Can fly 30 ft if you choose to fall; see text	SOURCEPAGE:SpC												
Familiar Pocket			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Universal			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One container or garnment with a pocket touched.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Creates an extra-dimensional safe haven for a Tiny or smaller familiar.	SOURCEPAGE:SpC												
Fangs of the Vampire King			TYPE:Arcane.Divine	CLASSES:Assassin=3|Blackguard=3		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Gain fang attack that deals 1d6 + Str modifier damage and 1 point of Con.	SOURCEPAGE:SpC										TEMPBONUS:PC|VAR|SpellFangsOfTheVampireKings|1		
Fantastic Machine			TYPE:Divine			SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:a 10-ft machine.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Creates a machine capable of performing simple tasks you command.	SOURCEPAGE:SpC												
Fantastic Machine (Greater)	OUTPUTNAME:Fantastic Machine, Greater		TYPE:Divine			SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:a 10-ft machine.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:As fantastic machine, except you have more control; see text	SOURCEPAGE:SpC												
Favor of the Martyr			TYPE:Divine	CLASSES:Paladin=4		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One willing creature.		DURATION:1 minute/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Become immune to nonlethal damage, charm and compulsion effects and attacks that fuction specifically by pain; see text	SOURCEPAGE:SpC										TEMPBONUS:ANYPC|VAR|SpellFavorOfTheMartyr|1		
Favorable Sacrifice			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Gain benefit from deity; see text.	SOURCEPAGE:SpC		COST:250										
Fearsome Grapple			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Grow two tentacles that grant +4 to grapple checks. If 9th level gain fur tenctacles increasing bonus to +8.	SOURCEPAGE:SpC					TEMPBONUS:PC|COMBAT|TOHIT.GRAPPLE|min((((CASTERLEVEL+8)/9)*4),8)|TYPE=Circumstance							
Fell the Greatest Foe			TYPE:Arcane.Divine	CLASSES:Assassin=2|Cleric=3|Paladin=2|Ranger=2		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Deal 1d6 damage per size category difference.	SOURCEPAGE:SpC												
Field of Ghouls			TYPE:Divine			SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creates ghouls from badly wounded creatures [max 4HD/level].	SOURCEPAGE:SpC												
Field of Icy Razors			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature/level, no two of which are more than 60 ft. Apart.		DURATION:Instantaneous + 1 round/level	SAVEINFO:Reflex partial	SPELLRES:Yes	DESC:Sharp crystals fill the area inflicting 1d6/caster level [max 20d6] damage; see text.	SOURCEPAGE:SpC		COST:50										
Fiendform			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:As alter self, except you take the form of any fiendish creature from summon monster IV or lower. Gain all abilities.	SOURCEPAGE:SpC												
Fierce Pride of the Beastland			TYPE:Arcane.Divine	CLASSES:Cleric=8|Sorcerer,Wizard=8		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Chaotic|Good	COMPS:V, S	CASTTIME:10 minutes	RANGE:Medium	TARGETAREA:Two or more summoned creatures, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Summons 2d4 celestial lions with maximum hit points; see text.	SOURCEPAGE:SpC												
Find the Gap			TYPE:Divine	CLASSES:Assassin=3|Paladin=3|Ranger=3		SCHOOL:Divination			COMPS:V	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Your first attack each round acts as a touch attack.	SOURCEPAGE:SpC												
Find Temple			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Divination			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:10 miles + 1 mile/level	TARGETAREA:Circle centered on you, with a radius of 10 miles + 1 mile/level.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Sense nearest sanctuary of your deity.	SOURCEPAGE:SpC												
Fins to Feet			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Willing creature touched.		DURATION:1 hour/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Creatures lose swim speed but gain walk speed of 30 ft.	SOURCEPAGE:SpC												
Fire Shield (Mass)	OUTPUTNAME:Fire Shield, Mass	VARIANTS:Fire|Cold	TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Fire|Cold	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more allied creatures, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Creatures attacking subjects take fire damage; you're protected from heat or cold.	SOURCEPAGE:SpC												
Fire Shuriken			TYPE:Arcane	CLASSES:Assassin=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:One magic shuriken/3 levels.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Shuriken with range increment 10 ft, threaten 19-20, deals 3d6 damage fire damage. Add any sneak, Str bonus you have.	SOURCEPAGE:SpC												
Fire Spiders			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Fiery spiders that cover a 10-ft-radius spread.		DURATION:1 round/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Spiders deals 4d6 fire damage to any creature in the same square as the swarm.	SOURCEPAGE:SpC												
Fire Stride			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation	SUBSCHOOL:Teleportation		COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You		DURATION:10 minutes/level or until expended	SAVEINFO:None	SPELLRES:No	DESC:You gain the ability to teleport in fires within 400 ft. + 40 ft/level. You may do so once per caster level times; see text.	SOURCEPAGE:SpC												
Fire Wings			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S, M, DF	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:You		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Attack or Fly; see text.	SOURCEPAGE:SpC		COST:150										
Firebrand			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One 5-ft-radius burst/level.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Each burst deals 1d6/caster level [max 10d6] and on 2nd round 1d6/2 caster levels [max 5d6].	SOURCEPAGE:SpC		COST:20										
Fireburst			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:Burst of fire extending 10 ft from you.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:All creatures within range take 1d8/caster level [max 5d8] of fire damage.	SOURCEPAGE:SpC												
Fireburst (Greater)	OUTPUTNAME:Fireburst, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:Burst of fire extending 15 ft from you.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:All creatures within range take 1d10/caster level [max 15d10] of fire damage.	SOURCEPAGE:SpC												
Fires of Purity			TYPE:Arcane.Divine	CLASSES:Druid=6|Sorcerer,Wizard=6		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:See text (harmless)	SPELLRES:Yes	DESC:Deal an extra 1 pt/caster level [max 15 pts] of fire damage to any you attack or attack you.	SOURCEPAGE:SpC												
Fireward			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One 20-ft cube/level.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:As quench; suppresses all magical fire spells	SOURCEPAGE:SpC												
Fist of Stone			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You		DURATION:1 minute	SAVEINFO:None	SPELLRES:No	DESC:Gain +6 enhancement to Strength and deal 1d6 plus your new Strength bonus.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|6|TYPE=Enhancement			TEMPBONUS:PC|VAR|SpellFistOfStone|1		
Flame Dagger			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:A daggerlike beam		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:Melee touch attacks with a red beam deals 1d4 +1/caster level [max +10].	SOURCEPAGE:SpC												
Flame of Faith			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Evocation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Nonmagical weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Normal or masterwork weapon becomes temporary +1 flaming burst weapon.	SOURCEPAGE:SpC												
Flame Whips			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Gain two melee touch attacks with 15-ft reach that deal 6d6 fire damage each.	SOURCEPAGE:SpC												
Flashburst			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:20-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Dazzle all within the area for 1 round, failed save and blinded for 2d8 rounds.	SOURCEPAGE:SpC												
Flensing			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One corporeal creature.		DURATION:4 rounds	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Strips flesh from one creature; each round takes 2d6 damage, 1d6 Charisma damage and 1d6 constitution damage.	SOURCEPAGE:SpC												
Fleshshiver			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort partial; See text	SPELLRES:Yes	DESC:Stun target for 1 round [no save] if they have less HD than you; 2nd round save or take (CASTERLEVEL)d6 points and be nauseated by pain for 1d4+2 rounds.	SOURCEPAGE:SpC												
Flight of the Dragon			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Gain flight speed 100 ft.	SOURCEPAGE:SpC												
Floating Disk (Greater)	OUTPUTNAME:Floating Disk, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:3-ft-diameter disk of force.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:As Tenser's floating disk, see text.	SOURCEPAGE:SpC												
Fly (Mass)	OUTPUTNAME:Fly, Mass		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of wich can be more than 30-ft apart		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:As fly, except all targets gain flight.	SOURCEPAGE:SpC												
Fly (Swift)	OUTPUTNAME:Fly, Swift		TYPE:Arcane	CLASSES:Bard=2|Druid=3|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like fly, except as noted.|!PRERULE:1,DisplayFullSpell	SOURCEPAGE:SpC												
Focusing Chant			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute	SAVEINFO:None	SPELLRES:No	DESC:Gain +1 bonus on attack rolls, skill checks and ability checks.	SOURCEPAGE:SpC					TEMPBONUS:PC|COMBAT|TOHIT|1|TYPE=Circumstance				TEMPBONUS:PC|SKILL|ALL|1|TYPE=Circumstance			
Foebane			TYPE:Divine	CLASSES:Ranger=4		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Create +5 magic weapon with addtional 2d6 points of damage; see text.	SOURCEPAGE:SpC												
Force Chest			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Box of force 2 ft on a side.		DURATION:24 hours/level	SAVEINFO:None	SPELLRES:No	DESC:Create a lidded box of force.	SOURCEPAGE:SpC												
Force Claw			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Invisible claw of force.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Creates a claw to guard or attack creature; see text	SOURCEPAGE:SpC												
Force Ladder			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One ladder of force up to 60 ft long.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Creates a ladder from 10 to 60 ft. long by 2 ft. Wide.	SOURCEPAGE:SpC		COST:50										
Force Missiles			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Up to four creature, not two of which are more than 30 ft. Apart.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Each missile deals 2d6 to target and half to any adjacent creature.	SOURCEPAGE:SpC												
