SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|					Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Troll (Crystalline)	OUTPUTNAME:Troll, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light			LANGAUTO:Giant	LANGBONUS:Common,Orc	BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|12	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2			MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Rend	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|Regeneration|Scent|Vulnerability To Sonic								MONSTERCLASS:Giant:10	RACETYPE:Giant	RACESUBTYPE:Troll	TYPE:Giant	TEMPLATE:Giant					LEVELADJUSTMENT:5	CR:7	SOURCEPAGE:MM3		BONUS:VAR|RegenerationRate|5							
Troll (Forest)	OUTPUTNAME:Troll, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,20	FACE:5	REACH:5	VISION:Darkvision (90')|Low-light			LANGAUTO:Giant		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Hide|2|TYPE=Racial			BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|10			BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Listen|Spot|Survival			AUTO:WEAPONPROF|Javelin						LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing.Poison,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Scent			ABILITY:Special Ability|AUTOMATIC|Forest Troll Skills					MONSTERCLASS:Giant:5	RACETYPE:Giant	RACESUBTYPE:Troll	TYPE:Giant	TEMPLATE:Giant					LEVELADJUSTMENT:5	CR:4	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|5							
Troll (Mountain)	OUTPUTNAME:Troll, [NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,30	FACE:15	REACH:15	VISION:Darkvision (90')|Low-light			LANGAUTO:Giant		BONUS:COMBAT|AC|13|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|20	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4			MONCSKILL:Hide|Listen|Spot			AUTO:WEAPONPROF|Greatclub						LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Knockdown	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Scent|Stability			ABILITY:Special Ability|AUTOMATIC|Mountain Troll Skills					MONSTERCLASS:Giant:15	RACETYPE:Giant	RACESUBTYPE:Troll	TYPE:Giant	TEMPLATE:Giant					LEVELADJUSTMENT:5	CR:10	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|5							
Troll (War)	OUTPUTNAME:Troll, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (90')|Low-light			LANGAUTO:Giant		BONUS:COMBAT|AC|14|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|6	BONUS:STAT|CON|18	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4				MONCSKILL:Listen|Spot		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium	AUTO:WEAPONPROF|Greatsword|Longbow						LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Dazing Blow ~ War Troll	ABILITY:Special Ability|AUTOMATIC|Regeneration|Scent						DR:5/Adamantine	SR:20	MONSTERCLASS:Monstrous Humanoid:12	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Troll	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid					LEVELADJUSTMENT:6	CR:12	SOURCEPAGE:MM3		BONUS:VAR|RegenerationRate|9							
Vasuthant			STARTFEATS:1	SIZE:S	MOVE:Fly,30	FACE:5	REACH:5	VISION:Blindsight (60')|Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Spot|2|TYPE=Racial					BONUS:STAT|DEX|6		BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Hide|Listen|Spot					AUTO:FEAT|Improved Grapple				LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Enervating Crush|Improved Grab|Reality Distortion	ABILITY:Special Ability|AUTOMATIC|Turn Resistance|Immunity To Acid|Immunity To Cold|Immunity To Light|Resistance To Fire|Resistance To Electricity|Trap Light|Unholy Toughness			ABILITY:Special Ability|AUTOMATIC|Vasuthant Skills	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Undead:2	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead				HITDICEADVANCEMENT:5,9,16,25,34,48		CR:2	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|5	BONUS:VAR|RealityDistortionPerDay|3	BONUS:VAR|TurnResistBonus|2	BONUS:VAR|FireResistanceBonus|5	BONUS:VAR|ElectricityResistanceBonus|5			
Vasuthant (Horrific)	OUTPUTNAME:Vasuthant, [NAME]		STARTFEATS:1	SIZE:H	MOVE:Fly,30	FACE:15	REACH:15	VISION:Blindsight (60')|Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Spot|2|TYPE=Racial				BONUS:STAT|STR|22	BONUS:STAT|DEX|12			BONUS:STAT|WIS|6	BONUS:STAT|CHA|12			MONCSKILL:Concentration|Hide|Listen|Move Silently					AUTO:FEAT|Improved Grapple				LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8		ABILITY:Special Ability|AUTOMATIC|Enervating Crush|Improved Grab|Reality Distortion	ABILITY:Special Ability|AUTOMATIC|Turn Resistance|Alter Past|Immunity To Acid|Immunity To Cold|Immunity To Light|Resistance To Fire|Resistance To Electricity|Trap Light|Unholy Toughness			ABILITY:Special Ability|AUTOMATIC|Vasuthant Skills	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability		DR:15/Magic		MONSTERCLASS:Undead:25	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead				HITDICEADVANCEMENT:34,48		CR:17	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=4|CASTERLEVEL=17|Levitate,13+CHA|Telekinesis,15+CHA|Waves of Fatigue	BONUS:VAR|Maneuverability|5	BONUS:VAR|RealityDistortionPerDay|3	BONUS:VAR|TurnResistBonus|2	BONUS:VAR|FireResistanceBonus|25	BONUS:VAR|ElectricityResistanceBonus|25	BONUS:VAR|AlterPastPerDay|3	SPELLS:Innate|TIMES=2|CASTERLEVEL=17|Reverse Gravity,17+CHA|Waves of Exhaustion	SPELLS:Innate|TIMES=1|CASTERLEVEL=17|Temporal Stasis,18+CHA
Vermin Lord		FAVCLASS:Rogue	STARTFEATS:1	SIZE:L	MOVE:Walk,60,Burrow,30,Climb,30,Fly,30	FACE:10	REACH:10	VISION:Darkvision (60')			LANGAUTO:Common,Draconic,Elven,Dwarven,Undercommon		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Hide,Jump,Search,Spot,Tumble|5|TYPE=Racial			BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|12	BONUS:STAT|INT|8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Balance|Climb|Concentration|Diplomacy|Hide|Jump|Knowledge (Arcana)|Knowledge (Nature)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Survival|Tumble|Use Magic Device	AUTO:SHIELDPROF|SHIELDTYPE=Buckler	AUTO:ARMORPROF|ARMORTYPE=Light	AUTO:WEAPONPROF|Scimitar|Longbow	AUTO:EQUIP|Scimitar|Longbow|Wand (Fireball/5th level caster)|Cloak of Resistance +3					LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Poison,*1,1d6|Sting,Weapon.Natural.Melee.Finesseable.Piercing.Poison,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Command Vermin|Constrict|Improved Grab|Poison|Vermin Cloud	ABILITY:Special Ability|AUTOMATIC|Evasion|Immunity To Mind-Affecting|Regeneration|Uncanny Dodge ~ Base				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability			SR:25	MONSTERCLASS:Monstrous Humanoid:25	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid						CR:17	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|3	BONUS:VAR|RegenerationRate|5	BONUS:VAR|EvasionUsable|1	BONUS:VAR|UncannyDodgeLevel|1	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK			
Visilight			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,30	FACE:5	REACH:5			PREALIGN:LN			BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Hide|Intimidate|TYPE.Knowledge|Listen|Move Silently|Search|Spot|Survival					AUTO:FEAT|Improved Grapple				LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Charisma Drain ~ Visilight|Paralysis Gaze	ABILITY:Special Ability|AUTOMATIC|Telepathic Link ~ Visilight				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability		DR:5/Chaotic		MONSTERCLASS:Outsider:5		RACESUBTYPE:Lawful	TYPE:Outsider	TEMPLATE:Outsider		TEMPLATE:Lawful				CR:5	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|5	BONUS:VAR|TelepathyRange|100						
Warforged		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5				LANGAUTO:Common										BONUS:STAT|CON|2		BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2			MONCSKILL:Intimidate|Jump									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4			ABILITY:Special Ability|AUTOMATIC|Composite Plating|Fortification									RACETYPE:Construct	RACESUBTYPE:Warforged|Living Construct	TYPE:Construct	TEMPLATE:Construct	TEMPLATE:Living Construct						SOURCEPAGE:MM3		BONUS:VAR|FortificationPower|1							
Warforged (Charger)	OUTPUTNAME:Warforged, [NAME]	FAVCLASS:Fighter	STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10				LANGAUTO:Common								BONUS:STAT|STR|10		BONUS:STAT|CON|10	BONUS:STAT|INT|-6	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|-8			MONCSKILL:Jump					AUTO:FEAT|Adamantine Body				LEGS:4	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Adamantine Fists	ABILITY:Special Ability|AUTOMATIC|Adamantine Plating|Fortification|Powerful Charge						DR:2/Adamantine		MONSTERCLASS:Construct:4	RACETYPE:Construct	RACESUBTYPE:Warforged|Living Construct	TYPE:Construct	TEMPLATE:Construct	TEMPLATE:Living Construct				LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:MM3		BONUS:VAR|FortificationPower|2							
Warforged (Scout)	OUTPUTNAME:Warforged, [NAME]	FAVCLASS:Rogue	STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5				LANGAUTO:Common								BONUS:STAT|STR|-2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Composite Plating|Fortification									RACETYPE:Construct	RACESUBTYPE:Warforged|Living Construct	TYPE:Construct	TEMPLATE:Construct	TEMPLATE:Living Construct						SOURCEPAGE:MM3		BONUS:VAR|FortificationPower|1							
Witchknife		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			LANGAUTO:Common,Undercommon	LANGBONUS:ALL	BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Speak Language|4|TYPE=Racial					BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Concentration|Diplomacy|Hide|Sense Motive|Speak Language|Spot	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light	AUTO:ARMORPROF|ARMORTYPE=Light	AUTO:WEAPONPROF|Shortspear						LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sneak Attack	ABILITY:Special Ability|AUTOMATIC|Resistance To Fire|Vulnerability To Sonic								MONSTERCLASS:Monstrous Humanoid:9	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid					LEVELADJUSTMENT:3	CR:4	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Command,13+CHA|Message|Silence	BONUS:VAR|SneakAttack|2	BONUS:VAR|FireResistanceBonus|5	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Command (Greater),15+CHA					
Wood Woad			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,20	FACE:5	REACH:5	VISION:Low-light			LANGAUTO:Sylvan		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Balance,Hide|4|TYPE=Racial			BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Climb|Hide|Listen|Move Silently|Spot|Survival			AUTO:WEAPONPROF|Club		AUTO:FEAT|Lightning Reflexes				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Warp Wood (Sp/atwill/Wis)	ABILITY:Special Ability|AUTOMATIC|Treewalk|Vulnerability To Fire								MONSTERCLASS:Plant:8	RACETYPE:Plant		TYPE:Plant	TEMPLATE:Plant					LEVELADJUSTMENT:3	CR:4	SOURCEPAGE:MM3		BONUS:VAR|WarpWoodLVL|8							
Yugoloth (Canoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,50	FACE:5	REACH:5	VISION:Blindsight (40')		PREALIGN:NE	LANGAUTO:Abyssal,Draconic,Infernal		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8		BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Hide|Intimidate|Jump|Listen|Move Silently|Spot			AUTO:WEAPONPROF|Canoloth Tongue	AUTO:EQUIP|Canoloth Tongue	AUTO:FEAT|Track				LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab|Paralysis (Ex)|Summon Yugoloth ~ Canoloth	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold|Resistance To Fire|Resistance To Electricity|Immunity To Gaze|Immunity To Visual Effects|Immunity To Illusions|Immunity To Poison|Immunity To Acid|Telepathy					SR:18	DR:5/Good		MONSTERCLASS:Outsider:6	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider|Yugoloth	TEMPLATE:Evil|Extraplanar			HITDICEADVANCEMENT:10,15	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Cause Fear,11+CHA|Desecrate|Detect Good|Detect Magic	BONUS:VAR|TelepathyRange|100	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10				
Yugoloth (Mezzoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5			PREALIGN:NE	LANGAUTO:Abyssal,Draconic,Infernal		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4			MONCSKILL:Hide|Intimidate|Knowledge (The Planes)|Listen|Move Silently|Spot	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy		AUTO:WEAPONPROF|Trident	AUTO:EQUIP|Shield (Heavy/Metal)|Trident					LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Summon Yugoloth ~ Mezzoloth	ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity To Acid|Telepathy|Resistance To Cold|Resistance To Fire|Resistance To Electricity					SR:22	DR:10/Good		MONSTERCLASS:Outsider:10	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider|Yugoloth	TEMPLATE:Evil|Extraplanar			HITDICEADVANCEMENT:18,24	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Cause Fear,11+CHA|Darkness|Desecrate|Produce Flame|See Invisibility	BONUS:VAR|TelepathyRange|100	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	SPELLS:Innate|TIMES=2|CASTERLEVEL=10|Cloudkill|Dispel Magic	SPELLS:Innate|TIMES=2|CASTERLEVEL=14|Teleport (Greater/Self Only)		
Yugoloth (Nycaloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,90	FACE:10	REACH:10			PREALIGN:NE	LANGAUTO:Abyssal,Draconic,Infernal		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|2		BONUS:STAT|CHA|6			MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Jump|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot			AUTO:WEAPONPROF|Greataxe	AUTO:EQUIP|Greataxe	AUTO:FEAT|Mobility				LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6		ABILITY:Special Ability|AUTOMATIC|Bleeding Wound|Rake|Improved Grab|Liftoff|Summon Yugoloth ~ Nycaloth	ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity To Acid|Telepathy|Resistance To Cold|Resistance To Fire|Resistance To Electricity				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	SR:24	DR:10/Good		MONSTERCLASS:Outsider:14	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider|Yugoloth	TEMPLATE:Evil|Extraplanar			HITDICEADVANCEMENT:24,33	LEVELADJUSTMENT:5	CR:10	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Deeper Darkness|Desecrate|Fear,14+CHA|Invisibility|Mirror Image|See Invisibility	BONUS:VAR|TelepathyRange|100	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Teleport (Greater/Self Only)	BONUS:VAR|Maneuverability|4		
Yugoloth (Nycaloth/Commander)	OUTPUTNAME:Yugoloth, [NAME] Commander		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,90	FACE:15	REACH:15			PREALIGN:NE	LANGAUTO:Abyssal,Draconic,Infernal		BONUS:COMBAT|AC|16|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14	BONUS:STAT|DEX|4	BONUS:STAT|CON|20	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|8			MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Jump|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium	AUTO:WEAPONPROF|Greataxe	AUTO:EQUIP|Greataxe|Breastplate	AUTO:FEAT|Mobility				LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d8		ABILITY:Special Ability|AUTOMATIC|Bleeding Wound|Rake|Improved Grab|Liftoff|Summon Yugoloth ~ Nycaloth	ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity To Acid|Telepathy|Resistance To Cold|Resistance To Fire|Resistance To Electricity					SR:24	DR:10/Good		MONSTERCLASS:Outsider:25	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider|Yugoloth	TEMPLATE:Evil|Extraplanar			HITDICEADVANCEMENT:33	LEVELADJUSTMENT:5	CR:17	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Deeper Darkness|Desecrate|Fear,14+CHA|Invisibility|Mirror Image|See Invisibility	BONUS:VAR|TelepathyRange|100	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Teleport (Greater/Self Only)	BONUS:VAR|Maneuverability|4		
Yugoloth (Ultroloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:NE	LANGAUTO:Abyssal,Draconic,Infernal		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Bluff|Concentration|Diplomacy|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot			AUTO:WEAPONPROF|Longsword	AUTO:EQUIP|Longsword					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Hypnotic Gaze|Summon Yugoloth ~ Ultraloth	ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity To Acid|Telepathy|Resistance To Cold|Resistance To Fire|Resistance To Electricity					SR:25	DR:15/Good		MONSTERCLASS:Outsider:18	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider|Yugoloth	TEMPLATE:Evil|Extraplanar			HITDICEADVANCEMENT:30,39	LEVELADJUSTMENT:5	CR:13	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Alter Self|Deeper Darkness|Fear,14+CHA|Gaseous Form|Invisibility|Prying Eyes|Ray of Enfeeblement|Ray of Exhaustion|Scorching Ray|Scrying|See Invisibility|Suggestion,14+CHA|Wall of Fire	BONUS:VAR|TelepathyRange|100	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10	SPELLS:Innate|TIMES=3|CASTERLEVEL=18|Binding,19+CHA|Enervation|Geas/Quest,17+CHA|Suggestion (Mass),17+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Symbol of Death,18+CHA	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Teleport (Greater/Self Only)	
Zezir			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	VISION:Darkvision (60')			LANGAUTO:Zezirs		BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|8	BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Listen|Spot			AUTO:WEAPONPROF|Spark Stream	AUTO:EQUIP|Spark Stream	AUTO:FEAT|Endurance|Run				LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Flammable Spray|Spark Stream	ABILITY:Special Ability|AUTOMATIC|Fast Healing								MONSTERCLASS:Magical Beast:9	RACETYPE:Magical Beast	RACESUBTYPE:Fire	TYPE:Magical Beast	TEMPLATE:Magical Beast		TEMPLATE:Fire		HITDICEADVANCEMENT:14,21		CR:6	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|6							
